id,query,fact_coverage_base,fully_covered_base,fact_coverage_pc,fully_covered_pc
supplemental-qa-c14,평택시 2024년도 버스정보시스템(BIS) 구축사업에서 기술능력 평가점수가 해당 평가분야 배점한도의 85% 미만이면 협상대상이 될 수 있나요?,1.0,True,1.0,True
supplemental-qa-c15,국방과학연구소 '기록관리시스템 통합 활용 및 보안 환경 구축' 사업에 공동수급체 소속이 아닌 외부 인력을 투입해도 되나요? 투입할 경우 하도급으로 처리되나요?,0.6666666666666666,False,0.6666666666666666,False
supplemental-qa-c16,한국철도공사 운행정보기록 자동분석시스템 개량 사업은 왜 제안서 보상 대상이 아닌가요?,0.0,False,0.5,False
supplemental-qa-c18,한국농어촌공사 네팔 수자원관리 정보화사업 Pilot 시스템 구축용역에 참여하려면 나라장터(G2B) 등록을 언제까지 마쳐야 하나요?,0.0,False,0.0,False
supplemental-qa-c19,"다음 6개 사업의 기술평가와 가격평가 비율을 비교해주세요. 평가비율이 같은 사업끼리 묶고, 비율 차이의 이유가 각 문서에 나와 있는지도 알려주세요. 비교 대상은 평택시 BIS 구축사업, 인천공항운영서비스 차세대 ERP 구축사업, 한국철도공사 운행정보기록 자동분석시스템 개량 사업, 국방과학연구소 기록관리시스템 통합 활용 및 보안 환경 구축 사업, GKL 그룹웨어 구축사업, 한국농어촌공사 네팔 수자원관리 Pilot 시스템 구축용역입니다.",0.0,False,0.0,False
supplemental-qa-c20,GKL 그룹웨어 사업과 인천공항운영서비스 ERP 사업의 예산 차이는 얼마이며 어느 사업이 더 큰가요?,0.0,False,0.0,False
supplemental-qa-c23,한국농어촌공사 네팔 수자원관리 정보화사업 Pilot 시스템 구축용역의 계약이행보증금 비율이 문서에 명시되어 있나요? 명시되어 있다면 몇 퍼센트인가요?,0.0,False,0.0,False
supplemental-qa-g01,'한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보시스템 고도화' 사업의 발주기관은 어디인가요?,1.0,True,1.0,True
supplemental-qa-g02,'2024년 버스정보시스템 확대 구축 및 기능개선 용역'의 사업예산은 얼마인가요?,1.0,True,1.0,True
supplemental-qa-g03,'서민금융진흥원 서민금융 채팅 상담시스템 구축'의 전자입찰서 및 제안서 접수 마감은 언제인가요?,0.0,False,0.0,False
supplemental-qa-g04,'2025년 통합접수시스템 운영'의 사업기간은 언제부터 언제까지인가요?,1.0,True,1.0,True
supplemental-qa-g05,부산관광공사의 '경영정보시스템 기능개선'은 공사·물품·용역 중 어떤 유형인가요?,1.0,True,1.0,True
supplemental-qa-g06,경희대학교 산학협력단 정보시스템 운영 용역의 관련 문의 전화번호와 이메일은 무엇인가요?,1.0,True,1.0,True
supplemental-qa-g07,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업의 계약방법은 무엇인가요?,0.0,False,1.0,True
supplemental-qa-g08,한영대학교 트랙운영 학사정보시스템 고도화 사업에서 제안 관련 제출물의 수량은 어떻게 되나요?,0.0,False,0.8,False
supplemental-qa-g11,자본금 5억원이고 주된 영업소가 서울에 있는 중소 소프트웨어사업자가 부산관광공사 경영정보시스템 기능개선 입찰에 참여할 수 있나요?,0.0,False,0.3333333333333333,False
supplemental-qa-g12,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업에서 하도급이 가능한가요? 가능하다면 핵심 제한은 무엇인가요?,0.25,False,0.25,False
supplemental-qa-g13,"'2025년 통합접수시스템 운영'의 기술평가와 가격평가 비중은 어떻게 되며, 기술평가 내부 배점은 어떻게 나뉘나요?",0.75,False,1.0,True
supplemental-qa-g14,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업에 공동수급체로 참여할 수 있나요? 구성 조건도 알려주세요.,0.25,False,0.25,False
supplemental-qa-g15,CSV에는 서울시립대학교 학업성취도 다차원 종단분석 통합시스템 1차 고도화 용역의 사업금액이 0원으로 되어 있습니다. 원문 기준 실제 사업비는 얼마인가요?,0.6666666666666666,False,0.6666666666666666,False
supplemental-qa-g16,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 사업의 계약보증금 기준은 무엇인가요?,0.0,False,0.0,False
supplemental-qa-g17,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입찰이 재입찰 또는 재공고입찰로 진행되면 최초 조건을 변경할 수 있나요?,0.3333333333333333,False,1.0,True
supplemental-qa-g18,부산관광공사 경영정보시스템 기능개선 사업의 제안서 분량과 기본 형식 규정은 무엇인가요?,0.0,False,0.0,False
supplemental-qa-g19,"울산광역시 버스정보시스템 확대 구축 사업과 서민금융 채팅 상담시스템 구축 사업 중 입찰 마감일이 더 빠른 사업은 무엇이며, 두 사업의 예산 차이는 얼마인가요?",0.3333333333333333,False,0.3333333333333333,False
supplemental-qa-g20,부산관광공사 경영정보시스템 기능개선 사업에서 낙찰자가 협상 성립 후 10일 이내 계약을 체결하지 않으면 어떤 불이익이 있나요?,1.0,True,1.0,True
supplemental-qa-g21,최근 3년 내 유사사업 실적이 없는 업체가 '2025년 통합접수시스템 운영' 입찰에 참여할 수 있나요?,0.2,False,0.6,False
supplemental-qa-g23,"CSV에는 서울시립대학교 학업성취도 시스템 원문 텍스트가 220자만 저장되어 있습니다. 실제 PDF 원문에서 요구하는 제안서 본문 제한과, 제안서 요약서를 제출하는 경우의 페이지 제한은 각각 얼마인가요?",0.6666666666666666,False,0.6666666666666666,False
supplemental-qa-g25,"데이터셋에서 사업명에 '구축'이 포함된 사업만 대상으로 할 때, 서민금융 채팅 상담시스템 구축 사업(230,000,000원)과 예산 차이가 가장 작은 다른 사업은 무엇인가요?",0.0,False,0.0,False
supplemental-alignment-h11,2세대 전자조달시스템 기반구축사업은 어떤 목적으로 추진되나요?,1.0,True,1.0,True
supplemental-alignment-h13,의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업의 목적은 무엇인가요?,1.0,True,1.0,True
supplemental-alignment-h15,평택시 강소형 스마트시티 AI 기반 영상감시 시스템 사업은 어떤 기술을 활용하나요?,0.6666666666666666,False,0.6666666666666666,False
supplemental-alignment-h16,국가교육과정정보센터(NCIC) 시스템 운영 및 개선 사업의 내용은 무엇인가요?,0.6666666666666666,False,0.6666666666666666,False
supplemental-alignment-h17,실시간통합연구비관리시스템(RCMS) 연계 모듈 변경 사업은 무엇을 변경하나요?,1.0,True,1.0,True
supplemental-alignment-h18,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 사업은 어떤 사업인가요?,0.3333333333333333,False,0.3333333333333333,False
supplemental-alignment-h19,수도사업장 통합 사고분석솔루션 시범구축 용역의 하자보수보증금율은 얼마인가요?,0.0,False,0.0,False
supplemental-alignment-h2,대전대가 여러 분야의 학습 경험을 연결하는 MILE 플랫폼을 도입하는 데 배정한 금액은 얼마인가요?,1.0,True,1.0,True
supplemental-alignment-h20,철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역의 평가 배점은?,0.0,False,0.0,False
supplemental-alignment-h21,2025년도 행정정보시스템 위탁운영사업은 어떤 계약 방식으로 체결되며 예산은 얼마인가요?,1.0,True,1.0,True
supplemental-alignment-h22,의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업의 낙찰자 결정방식은?,0.0,False,1.0,True
supplemental-alignment-h24,2024년 대학산학협력활동 실태조사 시스템(UICC) 기능개선 사업의 사업기간과 사업금액은?,1.0,True,1.0,True
visual-hwp-table-001,수문자료정보관리시스템(HDIMS) 재구축 용역(3단계)의 기술성 평가 구성표에서 정량적 평가와 정성적 평가의 소계 및 평가 방식은 각각 무엇인가?,0.0,False,0.0,False
visual-hwp-table-002,"실시간통합연구비관리시스템(RCMS) 연계 모듈 변경 사업에서 입찰공고일 현재 4대 보험 납입 기준 보유인력이 정확히 20명인 업체는 보유인력 항목에서 몇 점을 받으며, 이 항목의 배점한도는 몇 점인가?",1.0,True,1.0,True
visual-hwp-table-003,"국방과학연구소 기록관리시스템 사업의 요구사항 목록 전체(렌더 9~10쪽)를 기준으로, 요구사항 수가 가장 많은 구분과 가장 적은 구분(동률 포함)은 무엇이며 각각 몇 건인가? 총 요구사항 수도 함께 답하라.",0.5,False,1.0,True
visual-hwp-figure-001,"국방과학연구소 기록관리시스템의 대상 시스템 현황 그림에서 웹서버 제품·버전, DBMS 제품·버전, Active/Standby 운영서버의 운영체제를 각각 답하라.",0.0,False,0.0,False
visual-hwp-figure-002,네팔 수자원관리 Pilot 시스템의 운영체계 그림에서 GIDC의 Main server와 DWRI의 Secondary server 사이 백업 주기와 DWRI 서버 유지보수 주기는 각각 어떻게 표시되어 있는가?,0.0,False,0.0,False
visual-pdf-table-001,"서울시립대학교의 학업성취도 다차원 종단분석 통합시스템 1차 고도화 용역에서, 유사사업 최대 실적의 규모비율이 정확히 70%라면 수행실적 금액의 환산점수는 몇 점인가?",1.0,True,1.0,True
visual-pdf-table-002,"기초과학연구원의 중이온가속기용 극저온시스템 운전 용역에서, 연구원 승인이 필요하면서 ‘발생한 경우에만’ 제출하는 문서는 무엇이며 제출·회람·저장 조건은 무엇인가?",1.0,True,1.0,True
visual-pdf-figure-001,서울시 지도정보 플랫폼 시스템 개념도에서 내부 지도정보 플랫폼으로 들어오는 데이터 종류 3가지와 시민용 스마트서울맵이 제공하는 대표 지도 서비스 2가지를 각각 말해라.,0.4,False,0.4,False
visual-pdf-table-003,서울시립대학교 학업성취도 다차원 종단분석 통합시스템 용역의 신인도 가점표에서 ‘약자기업 지원 및 정책적 지원’ 항목 중 1점 미만인 항목만 점수별로 묶어라.,0.0,False,0.2,False
visual-pdf-figure-002,고려대학교 차세대 포털·학사 정보시스템의 목표시스템 구성도에서 왼쪽 접근 채널 4개와 오른쪽 외부연계 대상 10개를 모두 말해라.,0.0,False,0.0,False
