id,query,method,mrr,rank_found,n_expected,top_hits,recall@1,coverage@1,ndcg@1,mrr@1,recall@3,coverage@3,ndcg@3,mrr@3,recall@5,coverage@5,ndcg@5,mrr@5,recall@10,coverage@10,ndcg@10,mrr@10
supplemental-qa-c13,인천공항운영서비스 차세대 ERP시스템 구축 사업은 공동계약이나 하도급이 가능한가요?,hybrid,0.5,2,1,국립중앙의료원_(긴급)「2024년도 차세대 응급의료 상황관리시스템 구축.hwp | 인천공항운영서비스(주)_인천공항운영서비스㈜ 차세대 ERP시스템 구축 .hwp | 한국재정정보원_e나라도움 업무시스템 웹 접근성 컨설팅.hwp,False,0.0,0.0,0.0,True,1.0,0.6309297535714575,0.5,True,1.0,0.6309297535714575,0.5,True,1.0,0.6309297535714575,0.5
supplemental-qa-c14,평택시 2024년도 버스정보시스템(BIS) 구축사업에서 기술능력 평가점수가 해당 평가분야 배점한도의 85% 미만이면 협상대상이 될 수 있나요?,hybrid,1.0,1,1,경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp | 인천광역시_도시계획위원회 통합관리시스템 구축용역.hwp | 인천광역시 동구_수도국산달동네박물관 전시해설 시스템 구축(협상에 .hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-c15,국방과학연구소 '기록관리시스템 통합 활용 및 보안 환경 구축' 사업에 공동수급체 소속이 아닌 외부 인력을 투입해도 되나요? 투입할 경우 하도급으로 처리되나요?,hybrid,0.5,2,1,KOICA 전자조달_[긴급] [지문] [국제] 우즈베키스탄 열린 의정활동 상하원 .hwp | 국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp | 국립중앙의료원_(긴급)「2024년도 차세대 응급의료 상황관리시스템 구축.hwp,False,0.0,0.0,0.0,True,1.0,0.6309297535714575,0.5,True,1.0,0.6309297535714575,0.5,True,1.0,0.6309297535714575,0.5
supplemental-qa-c16,한국철도공사 운행정보기록 자동분석시스템 개량 사업은 왜 제안서 보상 대상이 아닌가요?,hybrid,1.0,1,1,한국철도공사 (용역)_[재공고][긴급][협상형]운행정보기록 자동분석시스.hwp | 한국수자원공사_수도사업장 통합 사고분석솔루션 시범구축 용역.hwp | 남서울대학교_[혁신-국고] 남서울대학교 스마트 정보시스템 활성화(학사.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-c18,한국농어촌공사 네팔 수자원관리 정보화사업 Pilot 시스템 구축용역에 참여하려면 나라장터(G2B) 등록을 언제까지 마쳐야 하나요?,hybrid,1.0,1,1,"한국농어촌공사_네팔 수자원관리 정보화사업-Pilot 시스템 구축용역.hwp | 경기도사회서비스원_2024년 통합사회정보시스템 운영지원.hwp | 서울특별시 여성가족재단_(재공고, 협상) 서울 디지털성범죄 안심지원센.hwp",True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-c19,"다음 6개 사업의 기술평가와 가격평가 비율을 비교해주세요. 평가비율이 같은 사업끼리 묶고, 비율 차이의 이유가 각 문서에 나와 있는지도 알려주세요. 비교 대상은 평택시 BIS 구축사업, 인천공항운영서비스 차세대 ERP 구축사업, 한국철도공사 운행정보기록 자동분석시스템 개량 사업, 국방과학연구소 기록관리시스템 통합 활용 및 보안 환경 구축 사업, GKL 그룹웨어 구축사업, 한국농어촌공사 네팔 수자원관리 Pilot 시스템 구축용역입니다.",hybrid,1.0,1,6,경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp | 한국철도공사 (용역)_[재공고][긴급][협상형]운행정보기록 자동분석시스.hwp | 한국농어촌공사_네팔 수자원관리 정보화사업-Pilot 시스템 구축용역.hwp,True,0.16666666666666666,1.0,1.0,True,0.5,1.0,1.0,True,0.6666666666666666,0.8687949224876582,1.0,True,0.8333333333333334,0.8662406555609835,1.0
supplemental-qa-c20,GKL 그룹웨어 사업과 인천공항운영서비스 ERP 사업의 예산 차이는 얼마이며 어느 사업이 더 큰가요?,hybrid,1.0,1,2,인천공항운영서비스(주)_인천공항운영서비스㈜ 차세대 ERP시스템 구축 .hwp | 그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.hwp | 세종테크노파크_세종테크노파크 인사정보 전산시스템 구축 용역 입찰공.hwp,True,0.5,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-c23,한국농어촌공사 네팔 수자원관리 정보화사업 Pilot 시스템 구축용역의 계약이행보증금 비율이 문서에 명시되어 있나요? 명시되어 있다면 몇 퍼센트인가요?,hybrid,1.0,1,1,한국농어촌공사_네팔 수자원관리 정보화사업-Pilot 시스템 구축용역.hwp | 한국농어촌공사_아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아.hwp | 한국산업단지공단_산단 안전정보시스템 1차 구축 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-c25,한국수자원공사 건설통합시스템(CMS) 고도화 사업의 제안요청서에 총 사업예산이 명시되어 있나요? 명시되어 있다면 얼마인가요?,hybrid,1.0,1,1,한국수자원공사_건설통합시스템(CMS) 고도화.hwp | 한국수자원조사기술원_수문자료정보관리시스템(HDIMS) 재구축 용역(3단계.hwp | 한국수자원공사_수도사업장 통합 사고분석솔루션 시범구축 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g01,'한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보시스템 고도화' 사업의 발주기관은 어디인가요?,hybrid,1.0,1,1,한영대학_한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보.hwp | 고려대학교_차세대 포털·학사 정보시스템 구축사업.pdf | 서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g02,'2024년 버스정보시스템 확대 구축 및 기능개선 용역'의 사업예산은 얼마인가요?,hybrid,1.0,1,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g03,'서민금융진흥원 서민금융 채팅 상담시스템 구축'의 전자입찰서 및 제안서 접수 마감은 언제인가요?,hybrid,1.0,1,1,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp | 재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp | 한국생산기술연구원_2세대 전자조달시스템  기반구축사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g04,'2025년 통합접수시스템 운영'의 사업기간은 언제부터 언제까지인가요?,hybrid,1.0,1,1,재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp | 을지대학교_을지대학교 비교과시스템 개발.hwp | 중앙선거관리위원회_2025년도 행정정보시스템 위탁운영사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g05,부산관광공사의 '경영정보시스템 기능개선'은 공사·물품·용역 중 어떤 유형인가요?,hybrid,1.0,1,1,부산관광공사_경영정보시스템 기능개선.hwp | 한국어촌어항공단_한국어촌어항공단 경영관리시스템(ERP·GW) 기능 고도.hwp | 한국가스공사_[재공고]차세대 통합정보시스템(ERP) 구축.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g06,경희대학교 산학협력단 정보시스템 운영 용역의 관련 문의 전화번호와 이메일은 무엇인가요?,hybrid,1.0,1,1,경희대학교_[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp | 남서울대학교_[혁신-국고] 남서울대학교 스마트 정보시스템 활성화(학사.hwp | 한국생산기술연구원_EIP3.0 고압가스 안전관리 시스템 구축 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g07,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업의 계약방법은 무엇인가요?,hybrid,1.0,1,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g08,한영대학교 트랙운영 학사정보시스템 고도화 사업에서 제안 관련 제출물의 수량은 어떻게 되나요?,hybrid,1.0,1,1,한영대학_한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보.hwp | 서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.hwp | 조선대학교_(재공고)2024 조선대학교 SW중심대학 사업관리시스템(WeHub) 구.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g11,자본금 5억원이고 주된 영업소가 서울에 있는 중소 소프트웨어사업자가 부산관광공사 경영정보시스템 기능개선 입찰에 참여할 수 있나요?,hybrid,1.0,1,1,부산관광공사_경영정보시스템 기능개선.hwp | (사)부산국제영화제_2024년 BIFF & ACFM 온라인서비스 재개발 및 행사지원시.hwp | KOICA 전자조달_[긴급] [지문] [국제] 우즈베키스탄 열린 의정활동 상하원 .hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g12,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업에서 하도급이 가능한가요? 가능하다면 핵심 제한은 무엇인가요?,hybrid,1.0,1,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 한국농어촌공사_아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아.hwp | 국민연금공단_2024년 이러닝시스템 운영 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g13,"'2025년 통합접수시스템 운영'의 기술평가와 가격평가 비중은 어떻게 되며, 기술평가 내부 배점은 어떻게 나뉘나요?",hybrid,0.16666666666666666,6,1,"한국어촌어항공단_한국어촌어항공단 경영관리시스템(ERP·GW) 기능 고도.hwp | 대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp | 을지대학교_을지대학교 비교과시스템 개발.hwp",False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,True,1.0,0.3562071871080222,0.16666666666666666
supplemental-qa-g14,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업에 공동수급체로 참여할 수 있나요? 구성 조건도 알려주세요.,hybrid,1.0,1,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 한국수자원공사_수도사업장 통합 사고분석솔루션 시범구축 용역.hwp | 중앙선거관리위원회_2025년도 행정정보시스템 위탁운영사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g15,CSV에는 서울시립대학교 학업성취도 다차원 종단분석 통합시스템 1차 고도화 용역의 사업금액이 0원으로 되어 있습니다. 원문 기준 실제 사업비는 얼마인가요?,hybrid,1.0,1,1,서울시립대학교_[사전공개] 학업성취도 다차원 종단분석 통합시스템 1차.pdf | 한국연구재단_2024년 대학산학협력활동 실태조사 시스템(UICC) 기능개선.hwp | 세종테크노파크_세종테크노파크 인사정보 전산시스템 구축 용역 입찰공.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g16,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 사업의 계약보증금 기준은 무엇인가요?,hybrid,1.0,1,1,수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp | 한국철도공사 (용역)_예약발매시스템 개량 ISMP 용역.hwp | 인천광역시_인천일자리플랫폼 정보시스템 구축 ISP 수립용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g17,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입찰이 재입찰 또는 재공고입찰로 진행되면 최초 조건을 변경할 수 있나요?,hybrid,1.0,1,1,수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp | 국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp | 경희대학교_[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g18,부산관광공사 경영정보시스템 기능개선 사업의 제안서 분량과 기본 형식 규정은 무엇인가요?,hybrid,1.0,1,1,부산관광공사_경영정보시스템 기능개선.hwp | 사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.hwp | 파주도시관광공사_종량제봉투 판매관리 전산시스템 개선사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g19,"울산광역시 버스정보시스템 확대 구축 사업과 서민금융 채팅 상담시스템 구축 사업 중 입찰 마감일이 더 빠른 사업은 무엇이며, 두 사업의 예산 차이는 얼마인가요?",hybrid,1.0,1,2,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp | 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp,True,0.5,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g20,부산관광공사 경영정보시스템 기능개선 사업에서 낙찰자가 협상 성립 후 10일 이내 계약을 체결하지 않으면 어떤 불이익이 있나요?,hybrid,1.0,1,1,"부산관광공사_경영정보시스템 기능개선.hwp | 서울특별시 여성가족재단_(재공고, 협상) 서울 디지털성범죄 안심지원센.hwp | 한국사회보장정보원_라오스 보건의료정보화 협력을 위한 사전타당성 조.hwp",True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g21,최근 3년 내 유사사업 실적이 없는 업체가 '2025년 통합접수시스템 운영' 입찰에 참여할 수 있나요?,hybrid,1.0,1,1,재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp | 한국수출입은행_(긴급) 모잠비크 마푸토 지능형교통시스템(ITS) 구축사업.hwp | 한국농어촌공사_아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-qa-g23,"CSV에는 서울시립대학교 학업성취도 시스템 원문 텍스트가 220자만 저장되어 있습니다. 실제 PDF 원문에서 요구하는 제안서 본문 제한과, 제안서 요약서를 제출하는 경우의 페이지 제한은 각각 얼마인가요?",hybrid,0.3333333333333333,3,1,KOICA 전자조달_[긴급] [지문] [국제] 우즈베키스탄 열린 의정활동 상하원 .hwp | 전북대학교_JST 공유대학(원) xAPI기반 LRS시스템 구축.hwp | 서울시립대학교_[사전공개] 학업성취도 다차원 종단분석 통합시스템 1차.pdf,False,0.0,0.0,0.0,True,1.0,0.5,0.3333333333333333,True,1.0,0.5,0.3333333333333333,True,1.0,0.5,0.3333333333333333
supplemental-qa-g25,"데이터셋에서 사업명에 '구축'이 포함된 사업만 대상으로 할 때, 서민금융 채팅 상담시스템 구축 사업(230,000,000원)과 예산 차이가 가장 작은 다른 사업은 무엇인가요?",hybrid,1.0,1,2,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp | 한국농수산식품유통공사_농산물가격안정기금 정부예산회계연계시스템 .hwp | 사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,True,0.5,1.0,1.0,True,0.5,0.6131471927654584,1.0,True,0.5,0.6131471927654584,1.0,True,0.5,0.6131471927654584,1.0
supplemental-alignment-h11,2세대 전자조달시스템 기반구축사업은 어떤 목적으로 추진되나요?,hybrid,1.0,1,1,한국생산기술연구원_2세대 전자조달시스템  기반구축사업.hwp | 한국수자원조사기술원_수문자료정보관리시스템(HDIMS) 재구축 용역(3단계.hwp | KOICA 전자조달_[긴급] [지문] [국제] 우즈베키스탄 열린 의정활동 상하원 .hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-alignment-h13,의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업의 목적은 무엇인가요?,hybrid,1.0,1,1,한국보건산업진흥원_의료기기산업 종합정보시스템(정보관리기관) 기능.hwp | 대한적십자사 의료원_적십자병원 병원정보 재해복구시스템 구축 용역 .hwp | 부산관광공사_경영정보시스템 기능개선.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-alignment-h15,평택시 강소형 스마트시티 AI 기반 영상감시 시스템 사업은 어떤 기술을 활용하나요?,hybrid,1.0,1,1,"케빈랩 주식회사_평택시 강소형 스마트시티 AI 기반의 영상감시 시스템 .hwp | 한국수자원공사_수도사업장 통합 사고분석솔루션 시범구축 용역.hwp | 서울특별시 여성가족재단_(재공고, 협상) 서울 디지털성범죄 안심지원센.hwp",True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-alignment-h16,국가교육과정정보센터(NCIC) 시스템 운영 및 개선 사업의 내용은 무엇인가요?,hybrid,1.0,1,1,한국교육과정평가원_국가교육과정정보센터(NCIC) 시스템 운영 및 개선.hwp | 한영대학_한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보.hwp | 대검찰청_아태 사이버범죄 역량강화 허브(APC-HUB) 홈페이지 및 온라인 교.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-alignment-h17,실시간통합연구비관리시스템(RCMS) 연계 모듈 변경 사업은 무엇을 변경하나요?,hybrid,1.0,1,1,광주과학기술원_실시간통합연구비관리시스템(RCMS)  연계 모듈 변경 사업.hwp | 경희대학교_[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp | 한국생산기술연구원_EIP3.0 고압가스 안전관리 시스템 구축 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-alignment-h18,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 사업은 어떤 사업인가요?,hybrid,1.0,1,1,수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp | 한국철도공사 (용역)_예약발매시스템 개량 ISMP 용역.hwp | 국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-alignment-h19,수도사업장 통합 사고분석솔루션 시범구축 용역의 하자보수보증금율은 얼마인가요?,hybrid,1.0,1,1,한국수자원공사_수도사업장 통합 사고분석솔루션 시범구축 용역.hwp | 문화체육관광부 국립민속박물관_2024년 국립민속박물관 민속아카이브 자.hwp | 한국철도공사 (용역)_모바일오피스 시스템 고도화 용역(총체 및 1차).hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-alignment-h2,대전대가 여러 분야의 학습 경험을 연결하는 MILE 플랫폼을 도입하는 데 배정한 금액은 얼마인가요?,hybrid,1.0,1,1,대전대학교_대전대학교 2024학년도 다층적 융합 학습경험 플랫폼(MILE) 전.hwp | 전북대학교_JST 공유대학(원) xAPI기반 LRS시스템 구축.hwp | 고려대학교_차세대 포털·학사 정보시스템 구축사업.pdf,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
supplemental-alignment-h20,철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역의 평가 배점은?,hybrid,1.0,1,1,국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp | 한국철도공사 (용역)_예약발매시스템 개량 ISMP 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
