id,query,method,mrr,rank_found,n_expected,top_hits,recall@1,coverage@1,ndcg@1,mrr@1,recall@3,coverage@3,ndcg@3,mrr@3,recall@5,coverage@5,ndcg@5,mrr@5,recall@10,coverage@10,ndcg@10,mrr@10
G07,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업의 계약방법은 무엇인가요?,hybrid_rerank,1.0,1.0,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G08,한영대학교 트랙운영 학사정보시스템 고도화 사업에서 제안 관련 제출물의 수량은 어떻게 되나요?,hybrid,1.0,1.0,1,한영대학_한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보.hwp | 서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.hwp | 조선대학교_(재공고)2024 조선대학교 SW중심대학 사업관리시스템(WeHub) 구.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G08,한영대학교 트랙운영 학사정보시스템 고도화 사업에서 제안 관련 제출물의 수량은 어떻게 되나요?,hybrid_rerank,1.0,1.0,1,한영대학_한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보.hwp | 한국사학진흥재단_대학재정정보시스템(기본재산 및 기채 사후관리) 고.hwp | 서영대학교 산학협력단_전문대학 혁신지원사업 서영대학교 차세대 교육.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G09,'2025년 통합접수시스템 운영'의 예정 사업 시작일은 언제인가요?,hybrid,1.0,1.0,1,재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp | 인천광역시 동구_수도국산달동네박물관 전시해설 시스템 구축(협상에 .hwp | 을지대학교_을지대학교 비교과시스템 개발.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G09,'2025년 통합접수시스템 운영'의 예정 사업 시작일은 언제인가요?,hybrid_rerank,1.0,1.0,1,재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp | 인천공항운영서비스(주)_인천공항운영서비스㈜ 차세대 ERP시스템 구축 .hwp | 을지대학교_을지대학교 비교과시스템 개발.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G10,부산관광공사 경영정보시스템 기능개선 사업에는 지역 제한이 있나요?,hybrid,1.0,1.0,1,부산관광공사_경영정보시스템 기능개선.hwp | 고양도시관리공사_관산근린공원 다목적구장 홈페이지 및 회원 통합운영.hwp | 한국어촌어항공단_한국어촌어항공단 경영관리시스템(ERP·GW) 기능 고도.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G10,부산관광공사 경영정보시스템 기능개선 사업에는 지역 제한이 있나요?,hybrid_rerank,1.0,1.0,1,부산관광공사_경영정보시스템 기능개선.hwp | 한국어촌어항공단_한국어촌어항공단 경영관리시스템(ERP·GW) 기능 고도.hwp | 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G11,자본금 5억원이고 주된 영업소가 서울에 있는 중소 소프트웨어사업자가 부산관광공사 경영정보시스템 기능개선 입찰에 참여할 수 있나요?,hybrid,1.0,1.0,1,부산관광공사_경영정보시스템 기능개선.hwp | (사)부산국제영화제_2024년 BIFF & ACFM 온라인서비스 재개발 및 행사지원시.hwp | KOICA 전자조달_[긴급] [지문] [국제] 우즈베키스탄 열린 의정활동 상하원 .hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G11,자본금 5억원이고 주된 영업소가 서울에 있는 중소 소프트웨어사업자가 부산관광공사 경영정보시스템 기능개선 입찰에 참여할 수 있나요?,hybrid_rerank,1.0,1.0,1,부산관광공사_경영정보시스템 기능개선.hwp | 한국연구재단_2024년 기초학문자료센터 시스템 운영 및 연구성과물 DB구.hwp | 인천광역시_인천일자리플랫폼 정보시스템 구축 ISP 수립용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G12,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업에서 하도급이 가능한가요? 가능하다면 핵심 제한은 무엇인가요?,hybrid,1.0,1.0,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 한국농어촌공사_아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아.hwp | 국민연금공단_2024년 이러닝시스템 운영 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G12,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업에서 하도급이 가능한가요? 가능하다면 핵심 제한은 무엇인가요?,hybrid_rerank,1.0,1.0,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 한국농어촌공사_아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아.hwp | 국민연금공단_2024년 이러닝시스템 운영 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G13,"'2025년 통합접수시스템 운영'의 기술평가와 가격평가 비중은 어떻게 되며, 기술평가 내부 배점은 어떻게 나뉘나요?",hybrid,0.16666666666666666,6.0,1,"한국어촌어항공단_한국어촌어항공단 경영관리시스템(ERP·GW) 기능 고도.hwp | 대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp | 을지대학교_을지대학교 비교과시스템 개발.hwp",False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,True,1.0,0.3562071871080222,0.16666666666666666
G13,"'2025년 통합접수시스템 운영'의 기술평가와 가격평가 비중은 어떻게 되며, 기술평가 내부 배점은 어떻게 나뉘나요?",hybrid_rerank,0.5,2.0,1,한국어촌어항공단_한국어촌어항공단 경영관리시스템(ERP·GW) 기능 고도.hwp | 재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp | 한국수출입은행_(긴급) 모잠비크 마푸토 지능형교통시스템(ITS) 구축사업.hwp,False,0.0,0.0,0.0,True,1.0,0.6309297535714575,0.5,True,1.0,0.6309297535714575,0.5,True,1.0,0.6309297535714575,0.5
G14,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업에 공동수급체로 참여할 수 있나요? 구성 조건도 알려주세요.,hybrid,1.0,1.0,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 한국수자원공사_수도사업장 통합 사고분석솔루션 시범구축 용역.hwp | 중앙선거관리위원회_2025년도 행정정보시스템 위탁운영사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G14,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업에 공동수급체로 참여할 수 있나요? 구성 조건도 알려주세요.,hybrid_rerank,1.0,1.0,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp | 한국수자원공사_수도사업장 통합 사고분석솔루션 시범구축 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G15,CSV에는 서울시립대학교 학업성취도 다차원 종단분석 통합시스템 1차 고도화 용역의 사업금액이 0원으로 되어 있습니다. 원문 기준 실제 사업비는 얼마인가요?,hybrid,1.0,1.0,1,서울시립대학교_[사전공개] 학업성취도 다차원 종단분석 통합시스템 1차.pdf | 한국연구재단_2024년 대학산학협력활동 실태조사 시스템(UICC) 기능개선.hwp | 세종테크노파크_세종테크노파크 인사정보 전산시스템 구축 용역 입찰공.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G15,CSV에는 서울시립대학교 학업성취도 다차원 종단분석 통합시스템 1차 고도화 용역의 사업금액이 0원으로 되어 있습니다. 원문 기준 실제 사업비는 얼마인가요?,hybrid_rerank,1.0,1.0,1,서울시립대학교_[사전공개] 학업성취도 다차원 종단분석 통합시스템 1차.pdf | 세종테크노파크_세종테크노파크 인사정보 전산시스템 구축 용역 입찰공.hwp | 한국사학진흥재단_대학재정정보시스템(기본재산 및 기채 사후관리) 고.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G16,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 사업의 계약보증금 기준은 무엇인가요?,hybrid,1.0,1.0,1,수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp | 한국철도공사 (용역)_예약발매시스템 개량 ISMP 용역.hwp | 인천광역시_인천일자리플랫폼 정보시스템 구축 ISP 수립용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G16,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 사업의 계약보증금 기준은 무엇인가요?,hybrid_rerank,1.0,1.0,1,수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp | 한국철도공사 (용역)_예약발매시스템 개량 ISMP 용역.hwp | 인천광역시_인천일자리플랫폼 정보시스템 구축 ISP 수립용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G17,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입찰이 재입찰 또는 재공고입찰로 진행되면 최초 조건을 변경할 수 있나요?,hybrid,1.0,1.0,1,수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp | 국가철도공단_철도인프라 디지털트윈 정보화전략계획(ISP) 수립 용역(변.hwp | 경희대학교_[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G17,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입찰이 재입찰 또는 재공고입찰로 진행되면 최초 조건을 변경할 수 있나요?,hybrid_rerank,1.0,1.0,1,수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp | 경희대학교_[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp | 광주과학기술원_학사시스템 기능개선 사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G18,부산관광공사 경영정보시스템 기능개선 사업의 제안서 분량과 기본 형식 규정은 무엇인가요?,hybrid,1.0,1.0,1,부산관광공사_경영정보시스템 기능개선.hwp | 사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.hwp | 파주도시관광공사_종량제봉투 판매관리 전산시스템 개선사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G18,부산관광공사 경영정보시스템 기능개선 사업의 제안서 분량과 기본 형식 규정은 무엇인가요?,hybrid_rerank,1.0,1.0,1,부산관광공사_경영정보시스템 기능개선.hwp | 사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.hwp | 한국사회보장정보원_라오스 보건의료정보화 협력을 위한 사전타당성 조.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G19,"울산광역시 버스정보시스템 확대 구축 사업과 서민금융 채팅 상담시스템 구축 사업 중 입찰 마감일이 더 빠른 사업은 무엇이며, 두 사업의 예산 차이는 얼마인가요?",hybrid,1.0,1.0,2,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp | 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp,True,0.5,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G19,"울산광역시 버스정보시스템 확대 구축 사업과 서민금융 채팅 상담시스템 구축 사업 중 입찰 마감일이 더 빠른 사업은 무엇이며, 두 사업의 예산 차이는 얼마인가요?",hybrid_rerank,1.0,1.0,2,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp | 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp,True,0.5,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G20,부산관광공사 경영정보시스템 기능개선 사업에서 낙찰자가 협상 성립 후 10일 이내 계약을 체결하지 않으면 어떤 불이익이 있나요?,hybrid,1.0,1.0,1,"부산관광공사_경영정보시스템 기능개선.hwp | 서울특별시 여성가족재단_(재공고, 협상) 서울 디지털성범죄 안심지원센.hwp | 한국사회보장정보원_라오스 보건의료정보화 협력을 위한 사전타당성 조.hwp",True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G20,부산관광공사 경영정보시스템 기능개선 사업에서 낙찰자가 협상 성립 후 10일 이내 계약을 체결하지 않으면 어떤 불이익이 있나요?,hybrid_rerank,1.0,1.0,1,"부산관광공사_경영정보시스템 기능개선.hwp | 인천광역시_도시계획위원회 통합관리시스템 구축용역.hwp | 서울특별시 여성가족재단_(재공고, 협상) 서울 디지털성범죄 안심지원센.hwp",True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G21,최근 6개월 내 유사사업 실적이 없는 업체가 '2025년 통합접수시스템 운영' 입찰에 참여할 수 있나요?,hybrid,1.0,1.0,1,재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp | 사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.hwp | 서울특별시교육청_서울특별시교육청 지능정보화전략계획(ISP) 수립(2차) .hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G21,최근 6개월 내 유사사업 실적이 없는 업체가 '2025년 통합접수시스템 운영' 입찰에 참여할 수 있나요?,hybrid_rerank,1.0,1.0,1,재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp | 한국수출입은행_(긴급) 모잠비크 마푸토 지능형교통시스템(ITS) 구축사업.hwp | 한국농어촌공사_아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G22,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업의 예산은 국내 버스정보시스템 사업의 시장 평균보다 낮게 책정됐나요? 문서 근거만으로 답해주세요.,hybrid,1.0,1.0,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G22,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업의 예산은 국내 버스정보시스템 사업의 시장 평균보다 낮게 책정됐나요? 문서 근거만으로 답해주세요.,hybrid_rerank,1.0,1.0,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G23,CSV에는 서울시립대학교 학업성취도 시스템 원문 텍스트가 220자만 저장되어 있습니다. 실제 PDF 원문에서 요구하는 제안서 본문과 요약서의 페이지 제한은 각각 얼마인가요?,hybrid,0.3333333333333333,3.0,1,전북대학교_JST 공유대학(원) xAPI기반 LRS시스템 구축.hwp | KOICA 전자조달_[긴급] [지문] [국제] 우즈베키스탄 열린 의정활동 상하원 .hwp | 서울시립대학교_[사전공개] 학업성취도 다차원 종단분석 통합시스템 1차.pdf,False,0.0,0.0,0.0,True,1.0,0.5,0.3333333333333333,True,1.0,0.5,0.3333333333333333,True,1.0,0.5,0.3333333333333333
G23,CSV에는 서울시립대학교 학업성취도 시스템 원문 텍스트가 220자만 저장되어 있습니다. 실제 PDF 원문에서 요구하는 제안서 본문과 요약서의 페이지 제한은 각각 얼마인가요?,hybrid_rerank,0.09090909090909091,11.0,1,전북대학교_JST 공유대학(원) xAPI기반 LRS시스템 구축.hwp | 한국재정정보원_e나라도움 업무시스템 웹 접근성 컨설팅.hwp | 한국농어촌공사_네팔 수자원관리 정보화사업-Pilot 시스템 구축용역.hwp,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0
G24,'2025년 통합접수시스템 운영'의 총 사업비에서 인건비가 차지하는 비율은 몇 퍼센트인가요? 문서에 기재된 수치만 사용하세요.,hybrid,1.0,1.0,1,재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp | 사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.hwp | 한국농어촌공사_아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G24,'2025년 통합접수시스템 운영'의 총 사업비에서 인건비가 차지하는 비율은 몇 퍼센트인가요? 문서에 기재된 수치만 사용하세요.,hybrid_rerank,1.0,1.0,1,재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp | 2025 구미 아시아육상경기선수권대회 조직위원회_2025 구미아시아육상경.hwp | 고려대학교_차세대 포털·학사 정보시스템 구축사업.pdf,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
G25,"데이터셋에서 사업명에 '구축'이 포함된 사업만 대상으로 할 때, 서민금융 채팅 상담시스템 구축 사업(230,000,000원)과 예산 차이가 가장 작은 다른 사업은 무엇인가요?",hybrid,1.0,1.0,2,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp | 한국농수산식품유통공사_농산물가격안정기금 정부예산회계연계시스템 .hwp | 사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,True,0.5,1.0,1.0,True,0.5,0.6131471927654584,1.0,True,0.5,0.6131471927654584,1.0,True,0.5,0.6131471927654584,1.0
G25,"데이터셋에서 사업명에 '구축'이 포함된 사업만 대상으로 할 때, 서민금융 채팅 상담시스템 구축 사업(230,000,000원)과 예산 차이가 가장 작은 다른 사업은 무엇인가요?",hybrid_rerank,1.0,1.0,2,서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp | 수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp | 사단법인 보험개발원_실손보험 청구 전산화 시스템 구축 사업.hwp,True,0.5,1.0,1.0,True,0.5,0.6131471927654584,1.0,True,0.5,0.6131471927654584,1.0,True,0.5,0.6131471927654584,1.0
C01,평택시가 정류장 이용객에게 실시간 운행정보를 제공하려고 추진한 2024년 사업에는 예산이 얼마나 배정됐나요?,hybrid,1.0,1.0,1,"경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp | 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp",True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
C01,평택시가 정류장 이용객에게 실시간 운행정보를 제공하려고 추진한 2024년 사업에는 예산이 얼마나 배정됐나요?,hybrid_rerank,0.5,2.0,1,울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp | 경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp | 한국수출입은행_(긴급) 모잠비크 마푸토 지능형교통시스템(ITS) 구축사업.hwp,False,0.0,0.0,0.0,True,1.0,0.6309297535714575,0.5,True,1.0,0.6309297535714575,0.5,True,1.0,0.6309297535714575,0.5
C02,평택시의 실시간 버스 도착정보 제공 체계를 새로 만드는 2024년 사업은 착수 후 언제까지 완료해야 하나요?,hybrid,1.0,1.0,1,경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp | 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
C02,평택시의 실시간 버스 도착정보 제공 체계를 새로 만드는 2024년 사업은 착수 후 언제까지 완료해야 하나요?,hybrid_rerank,1.0,1.0,1,경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp | 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0,True,1.0,1.0,1.0
