id,query,decision,expected_should_abstain,answer,abstention_match,citation_matched,citation_total,citation_coverage,fact_matched,fact_total,fact_coverage
supplemental-qa-c18,한국농어촌공사 네팔 수자원관리 정보화사업 Pilot 시스템 구축용역에 참여하려면 나라장터(G2B) 등록을 언제까지 마쳐야 하나요?,answer,False,제공된 문서에서 나라장터(G2B) 등록 완료 기한을 확인할 수 없습니다. 다만 문서는 입찰참가자격 관련 사항을 “Ⅵ. 안내사항 – 1. 입찰방식 - 2) 입찰 참가 자격”에서 확인하라고 명시하고 있습니다. [근거: 한국농어촌공사_네팔 수자원관리 정보화사업-Pilot 시스템 구축용역.hwp],True,1,1,1.0,0,1,0.0
supplemental-qa-c19,"다음 6개 사업의 기술평가와 가격평가 비율을 비교해주세요. 평가비율이 같은 사업끼리 묶고, 비율 차이의 이유가 각 문서에 나와 있는지도 알려주세요. 비교 대상은 평택시 BIS 구축사업, 인천공항운영서비스 차세대 ERP 구축사업, 한국철도공사 운행정보기록 자동분석시스템 개량 사업, 국방과학연구소 기록관리시스템 통합 활용 및 보안 환경 구축 사업, GKL 그룹웨어 구축사업, 한국농어촌공사 네팔 수자원관리 Pilot 시스템 구축용역입니다.",answer,False,"요약(사업별 기술평가:가격평가 비율)
- 경기도 평택시 버스정보시스템(BIS) 구축사업: 기술 80%, 가격 20% (문서에 ""정량적평가(20)+정성적평가(60)+가격평가(20)"" 표기)  
- 한국철도공사 운행정보기록 자동분석시스템 개량: 기술 90%, 가격 10% (문서에 ""협상에 의한 계약(기술 90%, 가격 10%)"" 표기)  
- 한국농어촌공사 네팔 수자원관리 Pilot 시스템 구축용역: 평가 비율은 제공된 문서에서 확인할 수 없습니다.  
- 국방과학연구소 기록관리시스템 통합 활용 및 보안 환경 구축: 평가 비율은 제공된 문서에서 확인할 수 없습니다.  
- 인천공항운영서비스 차세대 ERP 구축사업: 제공된 문서에서 확인할 수 없습니다.  
- GKL 그룹웨어 구축사업: 제공된 문서에서 확인할 수 없습니다.

동일 비율끼리 묶음
- 기술80%/가격20% 그룹: 경기도 평택시 BIS (단독)  
- 기술90%/가격10% 그룹: 한국철도공사 운행정보기록 자동분석시스템 개량 (단독)  
- 기타 4개 사업: 제공된 문서에 평가비율 미기재 또는 문서 미제공으로 묶을 수 없음

비율 차이의 이유 문서 기재 여부
- 경기도 평택시 BIS 문서: 평가 비율(정량/정성/가격)은 표기되어 있으나, 해당 비율을 설정한 '이유'는 제공된 문서 내용에서 확인할 수 없습니다.  
- 한국철도공사 문서: 기술·가격 비율(기술90%/가격10%)은 명시되어 있으나, 그 비율을 채택한 구체적 '이유'는 제공된 문서 내용에서 확인할 수 없습니다.  
- 한국농어촌공사·국방과학연구소·인천공항·GKL 관련: 평가비율 또는 비율 설정 이유는 제공된 문서에서 확인할 수 없습니다.

근거: 경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.hwp, 한국철도공사 (용역)_[재공고][긴급][협상형]운행정보기록 자동분석시스.hwp, 한국농어촌공사_네팔 수자원관리 정보화사업-Pilot 시스템 구축.hwp, 국방과학연구소_기록관리시스템 통합 활용 및 보안 환경 구축.hwp",False,0,6,0.0,0,0,
supplemental-qa-c20,GKL 그룹웨어 사업과 인천공항운영서비스 ERP 사업의 예산 차이는 얼마이며 어느 사업이 더 큰가요?,answer,False,"GKL 그룹웨어 예산: 1,515,000천원(부가세 포함) → 1,515,000,000원.  
인천공항운영서비스 ERP 예산: 996,356,000원(부가세 별도).  
차액: 1,515,000,000원 − 996,356,000원 = 518,644,000원.  
더 큰 사업: GKL 그룹웨어 사업이 인천공항운영서비스 ERP 사업보다 518,644,000원 더 큽니다.  
[근거: 그랜드코리아레저(주)_2024년도 GKL  그룹웨어 시스템 구축 용역.hwp, 인천공항운영서비스(주)_인천공항운영서비스㈜ 차세대 ERP시스템 구축 .hwp]",True,2,2,1.0,1,2,0.5
supplemental-qa-c23,한국농어촌공사 네팔 수자원관리 정보화사업 Pilot 시스템 구축용역의 계약이행보증금 비율이 문서에 명시되어 있나요? 명시되어 있다면 몇 퍼센트인가요?,answer,False,"제공된 문서에서 계약이행보증금 비율은 명시되어 있지 않습니다.

[근거: 한국농어촌공사_네팔 수자원관리 정보화사업-Pilot 시스템 구축용역.hwp]",True,1,1,1.0,0,1,0.0
supplemental-qa-c25,한국수자원공사 건설통합시스템(CMS) 고도화 사업의 제안요청서에 총 사업예산이 명시되어 있나요? 명시되어 있다면 얼마인가요?,source_conflict,False,"제공된 문서에서 확인할 수 없습니다.

[근거: 한국수자원공사_건설통합시스템(CMS) 고도화.hwp]",False,1,1,1.0,0,0,
supplemental-qa-g01,'한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보시스템 고도화' 사업의 발주기관은 어디인가요?,answer,False,"발주기관: 한영대학교

[근거: 한영대학_한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보.hwp]",True,1,1,1.0,1,1,1.0
supplemental-qa-g02,'2024년 버스정보시스템 확대 구축 및 기능개선 용역'의 사업예산은 얼마인가요?,answer,False,"사업예산은 금986,945,000원(금구억팔천육백구십사만오천원)입니다. [근거: 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp]",True,1,1,1.0,2,2,1.0
supplemental-qa-g03,'서민금융진흥원 서민금융 채팅 상담시스템 구축'의 전자입찰서 및 제안서 접수 마감은 언제인가요?,answer,False,"전자입찰서 및 제안서 접수 마감은 2024.06.24이며, 조달청 나라장터 전자접수로 진행됩니다. [근거: 서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp]",True,1,1,1.0,1,2,0.5
supplemental-qa-g04,'2025년 통합접수시스템 운영'의 사업기간은 언제부터 언제까지인가요?,answer,False,"사업기간은 2025년 1월 1일 ~ 2025년 12월 31일입니다.  
[근거: 재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp]",True,1,1,1.0,2,2,1.0
supplemental-qa-g05,부산관광공사의 '경영정보시스템 기능개선'은 공사·물품·용역 중 어떤 유형인가요?,answer,False,"용역(서비스)입니다. 문서에 사업명으로 ""부산관광공사 경영정보시스템 기능 개선 용역""으로 표기되어 있습니다.  
[근거: 부산관광공사_경영정보시스템 기능개선.hwp]",True,1,1,1.0,1,1,1.0
supplemental-qa-g06,경희대학교 산학협력단 정보시스템 운영 용역의 관련 문의 전화번호와 이메일은 무엇인가요?,answer,False,"용역 관련 문의 담당자: 산학협력단 조규호  
전화번호: 031-201-3560  
이메일: khcho@khu.ac.kr

[근거: 경희대학교_[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp]",True,0,1,0.0,2,2,1.0
supplemental-qa-g07,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업의 계약방법은 무엇인가요?,answer,False,"계약방법: 제한경쟁입찰(협상에 의한 계약)

[근거: 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp]",True,1,1,1.0,2,2,1.0
supplemental-qa-g08,한영대학교 트랙운영 학사정보시스템 고도화 사업에서 제안 관련 제출물의 수량은 어떻게 되나요?,answer,False,"제안서 10부(원본 1부 + 사본 9부) 및 제안내용 수록 USB 1매 제출해야 합니다.  
[근거: 한영대학_한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보.hwp]",True,1,1,1.0,4,5,0.8
supplemental-qa-g11,자본금 5억원이고 주된 영업소가 서울에 있는 중소 소프트웨어사업자가 부산관광공사 경영정보시스템 기능개선 입찰에 참여할 수 있나요?,answer,False,"참여할 수 없습니다. 공고상 입찰참가자격은 “부산광역시에 주된 영업소재지를 둔 자”로 규정되어 있어(부산광역시 소재 요건) 주된 영업소가 서울에 있는 업체는 입찰참가가 불가능합니다. 또한 본 사업은 소프트웨어사업자(업종코드 1468) 신고, 소프트웨어유지및지원서비스 직접생산증명서(8111229901) 및 중소기업·소상공인확인서 보유 등 추가 자격요건이 필요합니다.  
[근거: 부산관광공사_경영정보시스템 기능개선.hwp]",True,1,1,1.0,2,3,0.6666666666666666
supplemental-qa-g12,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업에서 하도급이 가능한가요? 가능하다면 핵심 제한은 무엇인가요?,answer,False,"가능합니다. 근거 문서에는 하도급업체에 대한 언급 및 핵심 제한이 다음과 같이 명시되어 있습니다.

- 하도급 허용 근거: 문서 내 보안 확약서/비밀유지조항에서 '하도급업체' 명시.  
- 핵심 제한 및 책임: 주사업자는 하도급업체로부터 동일한 보안사항 준수확약(보안 확약서)을 징구해야 하며, 하도급업체가 보안사항을 위반할 경우 주사업자가 동일한 법적 책임(법적책임·손해배상 등)을 진다고 명시되어 있음.

기타 하도급 비율 제한, 신고·승인 절차 등 구체적 요건은 제공된 문서에서 확인할 수 없습니다.  
[근거: 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp]",False,1,1,1.0,0,0,
supplemental-qa-g13,"'2025년 통합접수시스템 운영'의 기술평가와 가격평가 비중은 어떻게 되며, 기술평가 내부 배점은 어떻게 나뉘나요?",answer,False,"제공된 문서에서는 ‘2025년 통합접수시스템 운영’의 평가비율 및 기술평가 내부 배점에 대한 내용을 확인할 수 없습니다.

대신 제공된 제안요청서 사례들에 따르면 다음과 같은 규정·사례가 있습니다.
- 기술평가 90% / 가격평가 10% 규정 사례: 한국어촌어항공단, 대한장애인체육회, (재)예술경영지원센터 문서에서 기술:가격 비중을 90:10으로 명시. (기술평가는 소프트웨어 기술성 평가기준 준용 및 평가위원회 운영 등) [근거 문서들 참조].
- 예외 사례: 을지대학교 비교과시스템 문서에서는 기술평가 70% / 가격평가 30%로 명시되어 있음.

기술평가의 내부 배점(세부 항목·한도)은 제공된 문서 중 (재)예술경영지원센터 문서에만 상세히 제시되어 있습니다(총 90점).
- 일반(경영상태 등): 10점
- 전략 및 방법론: 15점
- 수행계획(컨설팅분석 등): 15점
- 수행기반(인프라 등): 10점
- 프로젝트관리(일정·품질·기밀·위험관리 등): 20점
- 프로젝트지원(인수인계·교육·기술지원 등): 15점
(합계 90점)

요약: 해당 사업('2025년 통합접수시스템 운영')의 정확한 평가비중과 내부 배점은 제공된 문서에서 확인할 수 없습니다. 다만, 제공된 RFP 사례들은 주로 기술90%/가격10%를 적용하며, 내부 세부배점 사례는 (재)예술경영지원센터 문서에 기재된 항목을 참고할 수 있습니다.  
[근거: 한국어촌어항공단_한국어촌어항공단 경영관리시스템(ERP·GW) 기능 고도.hwp, 대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp, 을지대학교_을지대학교 비교과시스템 개발.hwp, (재)예술경영지원센터_통합 정보시스템 구축 사전 컨설팅.hwp]",False,0,1,0.0,0,0,
supplemental-qa-g14,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업에 공동수급체로 참여할 수 있나요? 구성 조건도 알려주세요.,answer,False,"가능합니다. 근거 문서에서 공동수급체 참가가 전제된 서식과 제출요건 및 평가방법이 명시되어 있습니다.

핵심 사항(문서에 명시된 내용만):
- 제출서류: 공동수급협정서(필요 시) 제출(입찰참가등록 제출서류 항목). 양식 목록에 [양식 9] 공동수급표준협정서 포함.  
- 경영상태(공동수급체 평가): 구성원별 해당 점수에 지분율을 곱한 후 합산하여 최종 평가(평가결과 소수점 이하 숫자는 소수점 다섯째자리에서 반올림).  
- 상생협력(지역업체 참여 지분율에 따른 평점): 울산 본점 소재 사업자의 참여지분율 기준점수 부여(40% 이상=5.0, 30% 이상~40% 미만=4.5, 20% 이상~30% 미만=4.0, 20% 미만=3.5). 단, 울산지역업체 단독 또는 울산지역업체간 공동이행으로 입찰 참가한 경우 최고 등급 부여.

제한조건(문서에 명시되지 않음): 공동수급체 구성원 수, 주사업자 지정 등 구체적 구성요건은 제공된 문서에서 확인할 수 없습니다.

[근거: 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp]",False,1,1,1.0,0,0,
supplemental-qa-g15,CSV에는 서울시립대학교 학업성취도 다차원 종단분석 통합시스템 1차 고도화 용역의 사업금액이 0원으로 되어 있습니다. 원문 기준 실제 사업비는 얼마인가요?,answer,False,"원문에 따르면 사업비는 금 242,900,000원(부가가치세 포함)입니다.

[근거: 서울시립대학교_[사전공개] 학업성취도 다차원 종단분석 통합시스템 1차.pdf]",True,0,1,0.0,2,3,0.6666666666666666
supplemental-qa-g16,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 사업의 계약보증금 기준은 무엇인가요?,answer,False,"입찰보증금율은 입찰금액의 5/100 이상(즉 5% 이상)입니다.  
[근거: 수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp]",True,1,1,1.0,0,2,0.0
supplemental-qa-g17,수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입찰이 재입찰 또는 재공고입찰로 진행되면 최초 조건을 변경할 수 있나요?,answer,False,"제16조(재입찰 및 재공고입찰) 제3항에 따라, 재입찰 또는 재공고입찰의 경우 '기한을 제외하고는' 최초 입찰 시 정한 가격 및 기타조건을 변경할 수 없습니다.  
[근거: 수협중앙회_수협중앙회 수산물사이버직매장 시스템 재구축 ISMP 수립 입.hwp]",True,1,1,1.0,1,3,0.3333333333333333
supplemental-qa-g18,부산관광공사 경영정보시스템 기능개선 사업의 제안서 분량과 기본 형식 규정은 무엇인가요?,answer,False,"제공된 문서에서 제안서 분량(페이지 수 등) 및 기본 형식(용지, 글자체·크기, 제출매체·부수 등)에 관한 규정은 확인할 수 없습니다.  
[근거: 부산관광공사_경영정보시스템 기능개선.hwp]",True,1,1,1.0,0,4,0.0
supplemental-qa-g19,"울산광역시 버스정보시스템 확대 구축 사업과 서민금융 채팅 상담시스템 구축 사업 중 입찰 마감일이 더 빠른 사업은 무엇이며, 두 사업의 예산 차이는 얼마인가요?",answer,False,"- 서민금융 채팅 상담시스템 구축 입찰 마감일: 2024.06.24 (전자입찰서 및 제안서 접수 마감). [확인 문서에 명시]
- 울산광역시 버스정보시스템 사업의 입찰 마감일: 제공된 문서에서 확인할 수 없습니다.

- 사업예산
  - 서민금융 채팅 상담시스템 구축: 230,000천원 이내 (부가세 포함) = 230,000,000원.
  - 2024년 버스정보시스템 확대 구축 및 기능개선: 금 986,945,000원.

- 예산 차이: 986,945,000원 − 230,000,000원 = 756,945,000원 (울산광역시 사업이 더 큼).

따라서 어느 사업의 입찰 마감일이 더 빠른지는 울산광역시 사업의 마감일이 제공문서에 없어 판단할 수 없습니다.  
[근거: 서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp, 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp]",False,2,2,1.0,0,0,
supplemental-qa-g20,부산관광공사 경영정보시스템 기능개선 사업에서 낙찰자가 협상 성립 후 10일 이내 계약을 체결하지 않으면 어떤 불이익이 있나요?,answer,False,"입찰보증금을 공사에 납부해야 하며(입찰보증금 면제 상태였더라도), 부정당업자 제재를 받게 됩니다(지방계약법에 의거).  
[근거: 부산관광공사_경영정보시스템 기능개선.hwp]",True,1,1,1.0,2,3,0.6666666666666666
supplemental-qa-g21,최근 3년 내 유사사업 실적이 없는 업체가 '2025년 통합접수시스템 운영' 입찰에 참여할 수 있나요?,answer,False,"제공된 문서에 따르면, 입찰공고일 기준으로 최근 3년간의 공공기관 포털 및 웹사이트 구축·운영 실적을 작성·제출하도록 요구하고(작성기준 ①, 별지6·별지2), 실적증명원 미제출 시 정량적 평가에서 해당 항목은 평가에서 제외되어 0점 처리된다고 명시되어 있습니다. 다만 문서 어디에도 “최근 3년 내 유사사업 실적이 없으면 입찰참여 자체를 금지한다”는 명시는 없습니다. 

결론: 문서상으로는 실적이 없어도 입찰참여 금지 규정은 확인되지 않으나, 실적을 제출하지 않으면 관련 정량평가 항목에서 0점 처리됩니다.  
[근거: 재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp]",True,1,1,1.0,1,5,0.2
supplemental-qa-g22,울산광역시 버스정보시스템 확대 구축 및 기능개선 사업의 예산은 국내 버스정보시스템 사업의 시장 평균보다 낮게 책정됐나요? 문서 근거만으로 답해주세요.,abstain,True,"울산광역시 제안요청서상 본 사업 예산은 금 986,945,000원입니다. 문서에는 국내 버스정보시스템 사업의 시장 평균 금액이나 이에 대한 비교 자료가 없어 예산이 시장 평균보다 낮은지 여부를 확인할 수 없습니다. [근거: 울산광역시_2024년 버스정보시스템 확대 구축 및 기능개선 용역.hwp]",False,0,0,,0,0,
supplemental-qa-g23,"CSV에는 서울시립대학교 학업성취도 시스템 원문 텍스트가 220자만 저장되어 있습니다. 실제 PDF 원문에서 요구하는 제안서 본문 제한과, 제안서 요약서를 제출하는 경우의 페이지 제한은 각각 얼마인가요?",answer,False,"제공된 서울시립대학교 PDF 발췌문에는 제안서 본문 및 제안서 요약서의 페이지 제한에 관한 내용이 포함되어 있지 않습니다. 제공된 문서에서 확인할 수 없습니다.  
[근거: 서울시립대학교_[사전공개] 학업성취도 다차원 종단분석 통합시스템 1차.pdf]",False,0,1,0.0,0,0,
supplemental-qa-g24,'2025년 통합접수시스템 운영'의 총 사업비에서 인건비가 차지하는 비율은 몇 퍼센트인가요? 문서에 기재된 수치만 사용하세요.,abstain,True,"제공된 문서에서 인건비 금액 또는 총사업비 대비 인건비 비율을 확인할 수 없습니다. 문서에는 사업예산(금 738,820,000원)과 직접경비(총 258,700천원)가 기재되어 있으나 인건비 항목은 명시되어 있지 않습니다.  
[근거: 재단법인경기도일자리재단_2025년 통합접수시스템 운영.hwp]",False,0,0,,0,0,
supplemental-qa-g25,"데이터셋에서 사업명에 '구축'이 포함된 사업만 대상으로 할 때, 서민금융 채팅 상담시스템 구축 사업(230,000,000원)과 예산 차이가 가장 작은 다른 사업은 무엇인가요?",answer,False,"제공된 문서에서는 사업명에 '구축'이 포함된 다른 사업들의 예산 내역을 확인할 수 없습니다. 따라서 비교 대상인 “서민금융 채팅 상담시스템 구축” 사업(예산: 230,000천원 = 230,000,000원, 부가세 포함)과 예산 차이가 가장 작은 다른 사업을 식별할 수 없습니다. [근거: 서민금융진흥원_서민금융진흥원 서민금융 채팅 상담시스템 구축.hwp]",True,1,2,0.5,0,3,0.0
supplemental-alignment-h11,2세대 전자조달시스템 기반구축사업은 어떤 목적으로 추진되나요?,answer,False,"차세대나라장터 개통(‘24.7.)에 대비하여 기관의 구매조달 업무 연속성 확보를 위해 연계시스템을 신규로 구축하고, 현 연계시스템을 분석하여 개선사항을 도출·시스템에 적용하기 위해 추진합니다.  
[근거: 한국생산기술연구원_2세대 전자조달시스템  기반구축사업.hwp]",True,1,1,1.0,3,3,1.0
supplemental-alignment-h13,의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업의 목적은 무엇인가요?,answer,False,"사업의 목적은 정보관리기관의 기능을 고도화하여 의료기기 전문정보의 관리 효율을 높이고 플랫폼 활성화를 도모하는 것입니다. 주요 목적(문서 표현 기준)은 다음과 같습니다.
- 정보관리기관 추가 기능 구현·고도화를 통한 의료기기 전문정보 관리 효율성 증대 및 플랫폼 활성화(정보 제공 다양화 포함).  
- 의료기기 이해관계자 대상 열린 소통 플랫폼 구축(산·학·연·병 전문가 등 상시 소통 창구 개설).  
- 의료기기산업 육성 지원사업 관리 시스템 개선(성과관리 등).  
- 사용자 편의성 강화 및 운영 고도화(UX/UI 개선, 유지·보수성 고려 등).  

[근거: 한국보건산업진흥원_의료기기산업 종합정보시스템(정보관리기관) 기능.hwp]",True,1,1,1.0,2,3,0.6666666666666666
